Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
lemon mint candy,lemon mint candy,Food & Beverages,Food & Beverages,Food & Beverages,
lunch box bag,lunch box bag,Home & Living,Home & Living,Home & Living,Home & Living
remote vibrator,remote vibrator,Others,Miscellaneous,Miscellaneous,
redmi k60,redmi k60,Mobile & Gadgets,,Mobile & Gadgets,Mobile & Gadgets
sunday shades,sunday shades,Jewellery & Accessories,Jewellery & Accessories,,
evpad tv box,evpad tv box,Home & Living,Home Appliances,Home Appliances,
miniso sg,miniso sg,Home & Living,Beauty & Personal Care,,
sonicgear,sonicgear,Computers & Peripherals,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
elf brushes singapore,elf brushes singapore,Beauty & Personal Care,,,
xbox 360 controller,xbox 360 controller,Video Games,Video Games,Video Games,Video Games
fjallraven singapore,fjallraven singapore,Women's Bags,Women's Bags,,
new future jeans,new future jeans,Women's Apparel,Women's Apparel,,
one plus singapore,one plus singapore,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
shaver,shaver,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
nokia phone singapore,nokia phone singapore,Mobile & Gadgets,,Mobile & Gadgets,
monitor,monitor,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals
litepro,litepro,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
luggage,luggage,Travel & Luggage,Travel & Luggage,Travel & Luggage,Travel & Luggage
foam roller singapore,foam roller singapore,Sports & Outdoors,Sports & Outdoors,,
chemical guys singapore,chemical guys singapore,Automotive,Automobiles,Automobiles,
tp link extender,tp link extender,Computers & Peripherals,Computers & Peripherals,,
mattress,mattress,Home & Living,Home & Living,Home & Living,Home & Living
xiaomi luggage,xiaomi luggage,Travel & Luggage,Travel & Luggage,,
mobile phone singapore,mobile phone singapore,Mobile & Gadgets,Mobile & Gadgets,,
grocery online,grocery online,Others,,Home & Living,
step down transformer singapore,step down transformer singapore,Home Appliances,Home Appliances,Hobbies & Collections,Hobbies & Collections
lushprotein,lushprotein,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
quad lock singapore,quad lock singapore,Mobile & Gadgets,,Automotive,
znt soundbass review,znt soundbass review,Mobile & Gadgets,,,
happy socks singapore,happy socks singapore,Men's Shoes,,Women's Apparel,
snackfirst,snackfirst,Food & Beverages,Food & Beverages,Food & Beverages,
porter taiwan,porter taiwan,Women's Bags,Women's Bags,Men's Bags,
green tea cake singapore,green tea cake singapore,Food & Beverages,,,
bottega gold,bottega gold,Food & Beverages,Women's Bags,,
aprilskin,aprilskin,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
vietnam coffee singapore,vietnam coffee singapore,Food & Beverages,Food & Beverages,Food & Beverages,Beauty
mucota shampoo,mucota shampoo,Beauty & Personal Care,Beauty & Personal Care,,
black hammer,black hammer,Sports & Outdoors,Men's Shoes,Men's Shoes,
kefentech plaster,kefentech plaster,Health & Wellness,Health & Wellness,Health & Wellness,Health & Wellness
roidmi,roidmi,Home Appliances,Home Appliances,Home Appliances,
moleskine singapore,moleskine singapore,Home & Living,Home & Living,"Dining, Travel & Services",
rubbish bin singapore,rubbish bin singapore,Home & Living,Home & Living,Home & Living,Home & Living
milo gao siew dai,milo gao siew dai,Food & Beverages,Food & Beverages,,
air mattress singapore,air mattress singapore,Home & Living,Home & Living,Home & Living,
fitbit charge 3 singapore,fitbit charge 3 singapore,Mobile & Gadgets,,,
national data science challenge,national data science challenge,Others,,,
steam link singapore,steam link singapore,Video Games,,,
huawei mediapad t5,huawei mediapad t5,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
acer tablet,acer tablet,Mobile & Gadgets,Computers & Peripherals,Mobile & Gadgets,
forever family reusable mask,forever family reusable mask,Health & Wellness,Home & Living,Home & Living,Home & Living
sketcher shoes singapore,sketcher shoes singapore,Women's Shoes,Men Shoes,Men Shoes,Men Shoes
once upon a time in lingjian mountain,once upon a time in lingjian mountain,Hobbies & Books,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections
oxiclean singapore,oxiclean singapore,Home & Living,,,
lacoste singapore,lacoste singapore,Beauty & Personal Care,Jewellery & Accessories,,
sylvanian families,sylvanian families,Hobbies & Books,"Toys, Kids & Babies","Toys, Kids & Babies",
knockout gear,knockout gear,Sports & Outdoors,Sports & Outdoors,,
tsum tsum ezlink charm,tsum tsum ezlink charm,Hobbies & Books,Hobbies & Books,Hobbies & Books,
barber near me,barber near me,Lifestyle,,,
coffee maker,coffee maker,Home Appliances,Home Appliances,Home Appliances,Home Appliances
saf ranks,saf ranks,Jewellery & Accessories,,Home & Living,
pro mask,pro mask,Health & Wellness,Beauty & Personal Care,,
seegreen mask,seegreen mask,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,
ezee feel,ezee feel,Health & Wellness,Health & Wellness,,
samsung a31 price in singapore,samsung a31 price in singapore,Mobile & Gadgets,,,
logitech g304,logitech g304,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
crolan bike,crolan bike,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
donki singapore,donki singapore,Food & Beverages,Food & Beverages,,
byd surgical mask,byd surgical mask,Health & Wellness,Health & Wellness,Health & Wellness,Health & Wellness
cardigan,cardigan,Women's Apparel,Women's Apparel,Women's Apparel,Women's Apparel
the north face singapore,the north face singapore,Sports & Outdoors,,Men's Wear,
non contact thermometer,non contact thermometer,Health & Wellness,Mobile & Gadgets,Health & Wellness,Health & Wellness
yoobao,yoobao,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
nokia beacon 1,nokia beacon 1,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
gtx 1080 singapore price,gtx 1080 singapore price,Computers & Peripherals,,,
cowhead cream cheese,cowhead cream cheese,Food & Beverages,Food & Beverages,Food & Beverages,
franc franc singapore,franc franc singapore,Home & Living,,,
northface,northface,Sports & Outdoors,Men's Wear,Men's Wear,
brooks saddle,brooks saddle,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
art friend singapore,art friend singapore,Home & Living,,Jewellery & Accessories,
foldable study table singapore,foldable study table singapore,Home & Living,Home & Living,,
coasters,coasters,Home & Living,Home & Living,Home & Living,Home & Living
adidas superstar,adidas superstar,Women's Shoes,Women's Shoes,Women's Shoes,
kim tee bak kwa,kim tee bak kwa,Food & Beverages,,Food & Beverages,
广祥泰,广祥泰,Food & Beverages,Food & Beverages,,
incense burner,incense burner,Home & Living,Home & Living,Home & Living,Home & Living
fuji xerox printers,fuji xerox printers,Computers & Peripherals,,Computers & Peripherals,
cheap road bike singapore,cheap road bike singapore,Sports & Outdoors,,,
booty shorts,booty shorts,Women's Apparel,Women's Apparel,Women's Apparel,
chatramue,chatramue,Food & Beverages,Food & Beverages,,
406 wheelset,406 wheelset,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
blackdot,blackdot,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
3060 ti,3060 ti,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals
sappun,sappun,Women's Shoes,Women's Shoes,Women's Shoes,Women's Shoes
rihanna nude,rihanna nude,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,
simply aquatics,simply aquatics,Pet Food & Supplies,Pet Food & Supplies,,
self heating hot pot,self heating hot pot,Food & Beverages,Food & Beverages,Food & Beverages,
thermos,thermos,Home & Living,Home & Living,Home & Living,Sports & Outdoors
starkle g,starkle g,Home & Living,Home & Living,Home & Living,
ceiling light singapore,ceiling light singapore,Home & Living,Home & Living,Home & Living,
lenovo store singapore,lenovo store singapore,Computers & Peripherals,,,
fan cooler,fan cooler,Home Appliances,Computers & Peripherals,Computers & Peripherals,
nike sweatshirts,nike sweatshirts,Women's Apparel,Men's Wear,Men's Wear,
tineco,tineco,Home Appliances,Home Appliances,Home Appliances,
xiaomi office chair,xiaomi office chair,Home & Living,Home & Living,,
naglene water bottle,naglene water bottle,Sports & Outdoors,Sports & Outdoors,,
baker heart,baker heart,Food & Beverages,Home & Living,,
cerave cleanser,cerave cleanser,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
care bear,care bear,"Toys, Kids & Babies","Toys, Kids & Babies",Mobile & Gadgets,
stainless steel shelf rack,stainless steel shelf rack,Home & Living,Home & Living,Home & Living,
best coconut water singapore,best coconut water singapore,Food & Beverages,,,
epson projectors,epson projectors,Home Appliances,Computers & Peripherals,Computers & Peripherals,
sintex online,sintex online,Others,,,
sk jewellery,sk jewellery,Jewellery & Accessories,Jewellery & Accessories,Jewellery & Accessories,
nyx shine loud singapore,nyx shine loud singapore,Beauty & Personal Care,,,
ice shaver machine,ice shaver machine,Home Appliances,Home & Living,Home & Living,
hamper singapore,hamper singapore,Food & Beverages,"Toys, Kids & Babies",,
places to chill in singapore,places to chill in singapore,Lifestyle,,,
drawer cabinet,drawer cabinet,Home & Living,Home & Living,Home & Living,
superior kitchen equipment,superior kitchen equipment,Home Appliances,,Home Appliances,
oden singapore,oden singapore,Food & Beverages,,Food & Beverages,
storage cabinet singapore,storage cabinet singapore,Home & Living,Home & Living,Home & Living,
clocks online,clocks online,Home & Living,,,
call girl in singapore,call girl in singapore,Others,,,
cornell kettle,cornell kettle,Home Appliances,Home Appliances,Home Appliances,
gardenia wrap,gardenia wrap,Food & Beverages,Food & Beverages,,
lodge cast iron,lodge cast iron,Home & Living,Home & Living,Home & Living,
linoleum singapore,linoleum singapore,Home & Living,,,
volck bicycle,volck bicycle,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
card for father's day,card for father's day,Home & Living,Home & Living,Home & Living,Home & Living
shoelace,shoelace,Women's Shoes,Women's Shoes,Men's Shoes,Women's Shoes
tp03 dyson,tp03 dyson,Home Appliances,Home Appliances,,
electric pot,electric pot,Home Appliances,Home Appliances,Home Appliances,
morries multi function electric pan,morries multi function electric pan,Home Appliances,Home Appliances,Home Appliances,Home Appliances
needly daily toner pad,needly daily toner pad,Beauty & Personal Care,Beauty & Personal Care,,
baby bjorn bouncer,baby bjorn bouncer,"Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies"
pen cai delivery singapore 2021,pen cai delivery singapore 2021,Food & Beverages,,,
children watch,children watch,Kids Fashion,Kids Fashion,Kids Fashion,Watches
thousand helmet,thousand helmet,Sports & Outdoors,Sports & Outdoors,,
foam rugby ball size 3,foam rugby ball size 3,Sports & Outdoors,,,
koyok plaster,koyok plaster,Health & Wellness,Health & Wellness,Health & Wellness,
acrylic paint singapore,acrylic paint singapore,Home & Living,Home & Living,Home & Living,
cocomax,cocomax,Food & Beverages,Food & Beverages,Health & Wellness,
zi char reunion dinner 2022,zi char reunion dinner 2022,Food & Beverages,,,
ysl wallet singapore,ysl wallet singapore,Women's Bags,Women Bags,Women Bags,Women Bags
doll house singapore,doll house singapore,"Toys, Kids & Babies",,"Toys, Kids & Babies",
corner ceiling fan,corner ceiling fan,Home Appliances,Home Appliances,Home Appliances,
mi 11 ultra singapore,mi 11 ultra singapore,Mobile & Gadgets,Mobile & Gadgets,,
gamepro,gamepro,Computers & Peripherals,Computers & Peripherals,Video Games,
baby headbands,baby headbands,"Toys, Kids & Babies",Kids Fashion,Kids Fashion,
marble top dining table for sale singapore,marble top dining table for sale singapore,Home & Living,,,
ps5 price,ps5 price,Video Games,,Video Games,
velcro tape,velcro tape,Home & Living,Home & Living,Home & Living,Home & Living
unity hand sanitizer,unity hand sanitizer,Health & Wellness,Beauty & Personal Care,Beauty & Personal Care,
glucerna,glucerna,Health & Wellness,Health & Wellness,Health & Wellness,Health & Wellness
redmi k30,redmi k30,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
minoxidil singapore,minoxidil singapore,Beauty & Personal Care,Beauty & Personal Care,,
christmas tree singapore,christmas tree singapore,Home & Living,Home & Living,Home & Living,
puzzle singapore,puzzle singapore,Hobbies & Books,"Toys, Kids & Babies","Toys, Kids & Babies",
spin bike,spin bike,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
sex dolls,sex dolls,Miscellaneous,Miscellaneous,Miscellaneous,
psvr singapore,psvr singapore,Video Games,,,
birdy bike singapore,birdy bike singapore,Sports & Outdoors,,,
adjustable table,adjustable table,Home & Living,Home & Living,Home & Living,Home & Living
black hair spray,black hair spray,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
the children’s place,the children’s place,Kids Fashion,Kids Fashion,Kids Fashion,
shinya koso,shinya koso,Health & Wellness,Health & Wellness,Health & Wellness,Health & Wellness
mahjong set,mahjong set,Hobbies & Books,Hobbies & Books,Hobbies & Books,
aiwa tv,aiwa tv,Home Appliances,Home Appliances,Home Appliances,
decathlon online,decathlon online,Sports & Outdoors,Mobile & Gadgets,,
gnc,gnc,Health & Wellness,Health & Wellness,Health & Wellness,Sports & Outdoors
blow torch,blow torch,Home & Living,Home & Living,Home & Living,Home & Living
mingo ice cream,mingo ice cream,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
hearing aid singapore,hearing aid singapore,Health & Wellness,Mobile & Gadgets,,
japanese massage,japanese massage,Health & Wellness,Women's Shoes,Home & Living,
soap dispenser,soap dispenser,Home & Living,Home & Living,Home & Living,Home & Living
giant singapore bike,giant singapore bike,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
redmi note 10,redmi note 10,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
weavve,weavve,Home & Living,Home & Living,,
best office chair singapore,best office chair singapore,Home & Living,,,
gold charm,gold charm,Jewellery & Accessories,Jewellery & Accessories,Jewellery & Accessories,
samsung note 20,samsung note 20,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
canvas shoe,canvas shoe,Women's Shoes,Women's Shoes,Women's Shoes,
dahon yuki,dahon yuki,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
hiap joo banana cake,hiap joo banana cake,Food & Beverages,Food & Beverages,Food & Beverages,
beer brands singapore,beer brands singapore,Food & Beverages,,,
pop it fidget toy singapore,pop it fidget toy singapore,"Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies",
aibi treadmill,aibi treadmill,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
massage pillow,massage pillow,Health & Wellness,Home & Living,Health & Wellness,Health & Wellness
ring doorbell,ring doorbell,Home & Living,Home & Living,Home & Living,
sheng siong online,sheng siong online,Platform Terms (Lazada / Shopee),,,
lorna janes,lorna janes,Women's Apparel,,Sports & Outdoors,
horgen bedsheet,horgen bedsheet,Home & Living,Home & Living,Home & Living,
hermes singapore online,hermes singapore online,Beauty & Personal Care,,,
glucon,glucon,Health & Wellness,Food & Beverages,Health & Wellness,
four leaf,four leaf,Home & Living,Home & Living,,
euyansang singapore,euyansang singapore,Health & Wellness,,,
pull out bed frame,pull out bed frame,Home & Living,Home & Living,Home & Living,
