Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
情話語錄,Collection of love quotes,Others,Life & Entertainment,,
limi 125 價格,limi 125 price,汽機車零件百貨,,,
find kapoor,find kapoor,女生包包/精品,Women Bags,Women Bags,
botanist洗髮精,botanist shampoo,居家生活,Health & Beauty,Health & Beauty,
戶外 烤肉,outdoor barbecue,戶外與運動用品,,Sports & Outdoors,
中華 郵政,China Post,Platform Terms ( Shopee / Momo),Life & Entertainment,,
男友禮物,boyfriend gift,Others,Life & Entertainment,Life & Entertainment,
airpods 2 代,airpods 2nd generation,手機平板與周邊,Mobile & Gadgets,Hardware & 3C,
水龍 敬 樂園,water dragon respect paradise,其他類別,Books & Magazines,Mom & Baby,Mom & Baby
曼秀雷敦軟膏公益限定版,Mentholatum Ointment Limited Edition for Public Welfare,美妝保健,Health & Beauty,Health & Beauty,
頭皮 保濕,scalp moisturizing,美妝保健,Health & Beauty,Health & Beauty,
毛線 編織,wool knitting,居家生活,Women Accessories,Home & Living,
高雄 煙火,kaohsiung fireworks,Others,,Women's Apparel,
蝦皮怎麼退貨,How to return money on Shopee,Platform Terms ( Shopee / Momo),Home & Living,Health,Health
襪靴,socks boots,男女鞋,Shoes,Shoes,Shoes
xround,xround,手機平板與周邊,Hardware & 3C,Mobile & Gadgets,Mobile & Gadgets
小米 音箱,Xiaomi speakers,家電影音,Home Electronic,Home Electronic,
雪花 冰,snowflake ice,美食、伴手禮,Home Electronic,Home & Living,
春節高乘載,High load during Spring Festival,Others,,,
鋁制百葉窗,Aluminum blinds,居家生活,,Home & Living,
陽春 麵,Yangchun Noodles,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
dream q,dream q,娛樂、收藏,Health & Beauty,Women's Apparel,
魯班 鎖,Luban lock,嬰幼童與母親,Life & Entertainment,Life & Entertainment,
遠雄海洋公園門票買一送一,Farglory Ocean Park tickets buy one get one free,服務、票券,,Tickets & Services,
商旅,Business trip,服務、票券,Tickets & Services,,
復古 洋裝,vintage dress,女生衣著,Women's Apparel,Women's Apparel,
星際 大戰,Star Wars,娛樂、收藏,,Life & Entertainment,
2021 農民曆,2021 Peasant Calendar,書籍及文創商品,Books,Books,
下午茶吃到飽,All you can eat afternoon tea,服務、票券,Tickets & Services,Tickets & Services,
角蛙,horned frog,寵物,Pets,Pets,Pets
小米 電動 滑板 車,Xiaomi electric scooter,家電影音,,,
xgp,xgp,遊戲王,Books,Game Kingdom,
豐力富奶粉,Fenglifu milk powder,嬰幼童與母親,Food & Beverages,Food & Beverages,Food & Beverages
空調,air conditioner,家電影音,Home Electronic,Home Electronic,
mx master 3,mx master 3,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
夢幻 遊戲,fantasy game,遊戲王,Books,,
宮原 眼科,Miyahara Ophthalmology,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
幹細胞 直銷,Stem cells direct sales,Others,Health,Health,
透明 內褲,transparent panties,女生衣著,Women's Apparel,Women's Apparel,
百葉窗簾,blinds,居家生活,Home & Living,Home & Living,
caters,caters,嬰幼童與母親,Mother & Baby,Mother & Baby,
foodpnda,foodpnda,居家生活,,Motors,
惡魔 殼,demon shell,手機平板與周邊,,Mobile & Gadgets,
charleskeith,charleskeith,女生包包/精品,Women Bags,Women Bags,
the body shop,the body shop,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
永泰興,Yongtaixing,美食、伴手禮,Food & Beverages,Food & Beverages,
凱菲屋,keffiy house,服務、票券,Tickets & Services,Tickets & Services,Tickets & Services
白草莓,white strawberry,美食、伴手禮,Food & Beverages,Food & Beverages,
凍檸 檸檬 濾掛 咖啡 彌菓,Frozen Lemon Lemon Filter Coffee Miguo,美食、伴手禮,,,
oppo reno8,oppo reno8,手機平板與周邊,Mobile & Gadgets,,
sogo禮券使用範圍,Scope of use of sogo gift certificates,服務、票券,,,
葉問,Ip Man,娛樂、收藏,Life & Entertainment,Life & Entertainment,
電動按摩棒,electric massage stick,家電影音,Everything Else,Everything Else,Everything Else
小泉真希,Koizumi Maki,娛樂、收藏,Everything Else,Everything Else,
越南咖啡,Vietnamese coffee,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
石膏板,Gypsum board,居家生活,Home & Living,Home & Living,
漢米爾頓,hamilton,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,
salonia 吹風機,salonia hair dryer,家電影音,Home Electronic,Home Electronic,Home Electronic
支票機,check machine,家電影音,Home & Living,Home & Living,Home & Living
emoji,emoji,居家生活,Home & Living,Home & Living,
dr情趣,drinterest,其他類別,Everything Else,Everything Else,
hershey's 巧克力,hershey's chocolate,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
黃牌 桌遊,yellow card board game,遊戲王,Game Kingdom,Game Kingdom,
矽膠翻模,Silicone flip mold,居家生活,Home & Living,Home & Living,Home & Living
順進蜜餞行,Shunjin Preserved Fruit Shop,美食、伴手禮,Food & Beverages,Food & Beverages,
prussian blue,prussian blue,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
燈芯絨外套,corduroy jacket,女生衣著,Women's Apparel,Women's Apparel,Women's Apparel
hitec,hitec,男女鞋,Sports & Outdoors,Home & Living,
除膠劑,Glue remover,汽機車零件百貨,Home & Living,Home & Living,Home & Living
符咒,charm,娛樂、收藏,Life & Entertainment,Life & Entertainment,
家人過世禁忌,Taboo about death of family members,Others,,,
萬國通路行李箱,Wan Guotong suitcase,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
牛肉爐,beef stove,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
b box 水杯,b box water cup,嬰幼童與母親,Mother & Baby,Mother & Baby,
ysl官網,ysl official website,女生包包/精品,Health & Beauty,Health & Beauty,
厚 衛生紙,thick toilet paper,居家生活,Home & Living,Home & Living,Home & Living
1111 購物節,1111 Shopping Festival,Platform Terms ( Shopee / Momo),Home & Living,Women Clothes,Women Clothes
側背包女,women's side backpack,女生包包/精品,Women Bags,Women Bags,Women Bags
墨西哥捲餅,burrito,美食、伴手禮,Food & Beverages,Food & Beverages,
dji avatar,dji avatar,3C與筆電,Cameras & Drones,Cameras & Drones,Cameras & Drones
薩爾達傳說 王國之淚,The Legend of Zelda Tears of the Kingdom,遊戲王,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles
水產教父,godfather of aquatic products,美食、伴手禮,Food & Beverages,Food & Beverages,
愛爾麗體雕,Airlie Body Sculpture,美妝保健,Tickets & Services,,
貓山王,Musang King,美食、伴手禮,Food & Beverages,Food & Beverages,
越南米線,Vietnamese rice noodles,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
日本書包,Japanese school bag,居家生活,Women Bags,Mother & Baby,
小型冷氣,small air conditioner,家電影音,Home Electronic,Home Electronic,
電動釘槍,electric nail gun,居家生活,Home & Living,Home & Living,
炳叔烤玉米,Uncle Bing’s Grilled Corn,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
電子衣櫥,electronic wardrobe,家電影音,Home Electronic,Home Electronic,
隨身電風扇,Portable electric fan,戶外與運動用品,Home Electronic,Home Electronic,Home Electronic
rog ally預購,rog ally pre-order,遊戲王,Mobile & Gadgets,Computers & Accessories,Computers & Accessories
台中二手家具,Taichung second-hand furniture,居家生活,Home & Living,,
1883糖漿,1883 syrup,美食、伴手禮,Food & Beverages,Food & Beverages,
西西里咖啡,sicilian coffee,美食、伴手禮,Food & Beverages,Food & Beverages,
掃拖地機器人,Sweeping and mopping robot,家電影音,Home Electronic,,
蟑螂屋,cockroach house,居家生活,Home & Living,Home & Living,Home & Living
豎笛,recorder,居家生活,Life & Entertainment,Life & Entertainment,
日本地圖,Japan map,娛樂、收藏,Life & Entertainment,Life & Entertainment,
南寶樹脂,Nanbao resin,居家生活,Home & Living,Home & Living,Home & Living
強光手電筒,bright flashlight,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
地雷系,Mine series,女生衣著,Women's Apparel,Women's Apparel,
wowgirls,wowgirls,其他類別,Women Clothes,Women Clothes,Women Clothes
招財樹,Lucky tree,居家生活,Home & Living,Home & Living,
潤色防曬,Touch up sunscreen,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
呱呱包,guaguabao,美食、伴手禮,Men's Bags& Accessories,,
米蘭錶帶,Milan strap,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
新建成,newly built,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
黑糖糕 澎湖,Brown Sugar Cake Penghu,美食、伴手禮,Food & Beverages,,
抽獎 轉盤,Lottery Wheel,娛樂、收藏,Home & Living,Game Kingdom,
水泥砂,cement sand,居家生活,Home & Living,Home & Living,Home & Living
煎餅,Pancakes,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
除蟎,Get rid of mites,居家生活,Home & Living,Home Electronic,Home Electronic
大師兄銷魂麵舖,Big brother ecstasy noodle shop,美食、伴手禮,Food & Beverages,Food & Beverages,
龍龍運動網,Longlong Sports Network,娛樂、收藏,,Sports & Outdoors,
standway,standway,居家生活,Home & Living,,
屈臣氏線上購物,Watsons online shopping,美妝保健,Home & Living,,
環氧樹脂哪裡買,Where to buy epoxy resin,居家生活,,,
蝦皮分潤計畫,Shopee Profit Sharing Plan,Platform Terms ( Shopee / Momo),Home & Living,Mom & Baby,Mom & Baby
腸粉,Steamed Vermicelli Roll,美食、伴手禮,Food & Beverages,Home Electronic,
鳳梨蝦球,Pineapple Shrimp Balls,美食、伴手禮,Food & Beverages,Food & Beverages,
白米,white rice,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
兔女郎,bunny girl,女生衣著,Life & Entertainment,Women's Apparel,Women's Apparel
建準,Jianzhun,家電影音,,Home Electronic,
吃瓜網,chigua.com,娛樂、收藏,Home & Living,Home & Living,Home & Living
全聯貼紙,Quanlian stickers,居家生活,Everything Else,Everything Else,
momo天天簽到,Momo signs in every day,Platform Terms ( Shopee / Momo),,,
王師傅,Master Wang,美食、伴手禮,Food & Beverages,Food & Beverages,
14pro價格,14pro price,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
金桔醬,kumquat jam,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
蝦皮店到店過年營業時間,Shopee shop opening hours during Chinese New Year,Platform Terms ( Shopee / Momo),,"Tickets, Vouchers & Services","Tickets, Vouchers & Services"
鐵片,Iron piece,居家生活,Home & Living,Home & Living,Home & Living
痘膚潤哪裡買,Where to buy acne skin moisturizer,美妝保健,,,
donki,donki,居家生活,Home & Living,Health & Beauty,Mother & Baby
魔咒,curse,書籍及文創商品,Books,Life & Entertainment,
gm墨鏡,gm sunglasses,女生配件,Women Accessories,Women Accessories,
rog strix scope ii 96 wireless,rog strix scope ii 96 wireless,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
骨傳導,bone conduction,3C與筆電,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
x100vi,x100vi,3C與筆電,Cameras & Drones,Cameras & Drones,Health
香港轉接頭,Hong Kong adapter,戶外與運動用品,Sports & Outdoors,Mobile & Gadgets,
工具組 股東會 紀念品,"Tool set, shareholders meeting, souvenirs",居家生活,,,
喇叭架,speaker stand,家電影音,Home Electronic,Home Electronic,
中石化股東會紀念品,Sinopec Shareholders Meeting Souvenirs,居家生活,Home & Living,Home & Living,
香港迪士尼必買,A must-buy at Hong Kong Disneyland,娛樂、收藏,Travel & Luggage,Mom & Baby,Mom & Baby
quickconnect,quickconnect,服務、票券,Automobiles,Automobiles,Automobiles
quest3,quest3,3C與筆電,Sports & Outdoors,Sports & Outdoors,
吳家牛舌餅,Wu's Beef Tongue Cake,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
掌門狗,Chief dog,娛樂、收藏,Life & Entertainment,Life & Entertainment,
歐德萊生活工坊,Odelai Living Workshop,美妝保健,Home & Living,Home & Living,
潮鞋,trendy shoes,男女鞋,Sports & Outdoors,Sports & Outdoors,Men Shoes
momo會員中心,momo member center,Platform Terms ( Shopee / Momo),,,
充氣枕頭,inflatable pillow,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
vg27aql3a,vg27aql3a,3C與筆電,Computers & Accessories,Computers & Accessories,Computers & Accessories
電腦硬碟,computer hard drive,3C與筆電,Hardware & 3C,Hardware & 3C,
沐浴龍頭,Bath faucet,居家生活,Home & Living,Home & Living,Home & Living
adobe illustrator破解,adobe illustrator crack,服務、票券,Hardware & 3C,Hardware & 3C,Hardware & 3C
護腎益生菌哪裡買,Where to buy kidney-protecting probiotics,美妝保健,,,
越南綠豆糕,Vietnamese mung bean cake,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
瑜伽球,yoga ball,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
ipad 2024,iPad 2024,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
百靈刮鬍刀,Braun razor,家電影音,Home Electronic,Home Electronic,Home Electronic
凱格爾訓練器,Kegel trainer,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
紅酒架,wine rack,居家生活,Home & Living,Home & Living,Home & Living
curry8,curry8,男女鞋,Sports & Outdoors,Sports & Outdoors,
芋頭餅,Taro cake,美食、伴手禮,Food & Beverages,Food & Beverages,
9481,9481,居家生活,,Women's Apparel,
1050ti,1050ti,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
1070ti,1070ti,3C與筆電,Hardware & 3C,Hardware & 3C,
1tb ssd,1tb ssd,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
24吋行李箱,24-inch suitcase,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
3700x,3700x,3C與筆電,Hardware & 3C,Hardware & 3C,
3m口罩,3m mask,居家生活,Home & Living,Home & Living,Home & Living
4g 分享器,4g sharer,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
8591,8591,服務、票券,Health & Beauty,Everything Else,
a6600,a6600,3C與筆電,Hardware & 3C,Hardware & 3C,
altec,altec,汽機車零件百貨,Home Electronic,Home Electronic,
astro a50,astro a50,3C與筆電,Hardware & 3C,Hardware & 3C,
asus,asus,3C與筆電,Hardware & 3C,Mobile & Gadgets,
a小說,a novel,書籍及文創商品,Books & Magazines,Hobbies & Collections,Hobbies & Collections
balea,balea,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
cphome,cphome,Platform Terms ( Shopee / Momo),Home & Living,Home & Living,Home & Living
d3,d3,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
dewalt,dewalt,居家生活,Home & Living,Home & Living,Home & Living
dw,dw,女生配件,Women Accessories,Women Accessories,Men's Bags& Accessories
gt1030,gt1030,3C與筆電,Hardware & 3C,Hardware & 3C,Books
herman miller sayl,herman miller sayl,居家生活,Home & Living,Home & Living,
hermes,hermes,女生包包/精品,Women Bags,Women Bags,
htc u12 life,htc u12 life,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
iphone hdmi,iphonehdmi,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
iphone8,iphone8,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
mamaway,mamaway,嬰幼童與母親,Mother & Baby,Mother & Baby,
mis zapatos,mis zapatos,女生包包/精品,Women Bags,Women Bags,
msata,msata,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
pathfinder,pathfinder,男生包包與配件,Sports & Outdoors,Shoes,
pm2.5口罩,pm2.5 mask,居家生活,Home & Living,Home & Living,
pocophone f1,pocophone f1,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
ps4 slim,ps4 slim,遊戲王,Game Kingdom,Game Kingdom,
ps4 vr,ps4 vr,遊戲王,Game Kingdom,Game Kingdom,Game Kingdom
ray ban,ray ban,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,Men's Bags& Accessories
ronever,ronever,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Sports & Outdoors
rp-600m,rp-600m,家電影音,Home Electronic,Home Electronic,
sony z5,sony z5,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
switch lite,switch lite,遊戲王,Game Kingdom,Game Kingdom,Game Kingdom
switch 寶可夢,switch Pokémon,遊戲王,Game Kingdom,Game Kingdom,
t8燈管,t8 lamp,居家生活,Home & Living,Home & Living,
v10,v10,家電影音,Home Electronic,Home Electronic,
wallpaper,wallpaper,居家生活,Home & Living,Home & Living,
xb271hu,xb271hu,3C與筆電,Hardware & 3C,Hardware & 3C,
xperia 5 ii,xperia 5ii,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
y,y,男生衣著,Health & Beauty,Home & Living,
一口烏魚子,A mouthful of mullet roe,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
一蘭,Yilan,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
交換禮物玩法,How to exchange gifts,Others,Everything Else,,
健身環大冒險,Ring Fitness Adventure,遊戲王,Game Kingdom,Game Kingdom,Game Kingdom
千張,Thousands of sheets,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
