Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d,sg_category
zapatillas basquetbol chile,basketball shoes chile,Calzado de Hombre,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
zapatilla steve madden,steve madden sneaker,Calzado de Mujer,Women Shoes,Women Shoes,Women Shoes,Women's Shoes
separador de ambientes madera,wooden room divider,Hogar y Vida,Home & Living,Sports & Outdoors,Sports & Outdoors,
haoris,haoris,Hogar y Vida,Women Clothes,Baby & Kids Fashion,Men Clothes,
cubre cama 2 plaza,double bed cover,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
nike primera capa,nike first layer,Deportes y Fitness,Sports & Fitness,,,
cadenas para nieve aro 16,Snow chains ring 16,Accesorios para Vehículos,Automobiles,Automobiles,Automobiles,Automotive
redmi buds 3 pro,redmi buds 3 pro,Celulares y Gadgets,Mobile & Gadgets,,,
capas para la lluvia,raincoats,Hogar y Vida,Sports & Outdoors,Pets,Pets,
mesa dj,dj table,Electrónica,,Home & Living,,
diplomas para niños,diplomas for children,Juguetes y Hobbies,,,,
emboque,emboque,Juguetes y Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
bioprost,bioprost,Salud,,,,
eucerin ojeras,eucerin dark circles,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
le beau le parfum,the beauty the perfume,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
cameraman,cameraman,Juguetes y Hobbies,Baby & Kids Fashion,Men Clothes,Men Clothes,
hot wheels fast and furious,hot wheels fast and furious,Juguetes y Hobbies,Toys & Hobbies,,,
black burner,black burner,Belleza,Home & Living,,,
foligen para que sirve,foligen what is it used for,Salud,,,,
titan cameraman mejorado,Titan Cameraman Upgraded,Belleza,Baby & Kids Fashion,Baby & Kids Fashion,Baby & Kids Fashion,
redmi 13c,redmi 13c,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Watches,
poleron trapstar,trapstar sweatshirt,Ropa de Hombre,Men Clothes,Men Clothes,Men Clothes,Men's Wear
maleta de cabina 10 kg,cabin suitcase 10 kg,Viajes y Equipaje,,,,
flower knows,flower knows,Belleza,,Beauty,,
cuantos camellos valgo,How many camels am I worth?,Papelería,,,,
juegos +18,games +18,Juguetes y Hobbies,Mom & Baby,Computers & Accessories,Computers & Accessories,
pochaco,pochaco,Juguetes y Hobbies,Women Clothes,Hobbies & Collections,Hobbies & Collections,
proyector de galaxia,galaxy projector,Hogar y Vida,Home & Living,Computing,Computing,
ajedrez,chess,Juguetes y Hobbies,Toys & Hobbies,Toys & Hobbies,,
liver complex chile,liver complex chile,Salud,,,,
jurassic world: dominion,jurassic world: dominion,Juguetes y Hobbies,Men Clothes,Home & Living,Home & Living,
golden freddy,golden freddy,Juguetes y Hobbies,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
cinnamoroll para colorear,cinnamoroll coloring pages,Libros y Revistas,,,,
mikey tokyo revengers,mikey tokyo revengers,Ropa de Hombre,Men Clothes,,,
mochilas con ruedas,backpacks with wheels,Madre y Bebé,Sports & Fitness,,,
zapatillas nike mujer,nike women's sneakers,Deportes y Fitness,Men Shoes,Men Shoes,,
estufa a gas 5 kilos,5 kilo gas stove,Hogar y Vida,,,,
carcasa iphone 11,iphone 11 case,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
dianol,dianol,Salud,Stationery,Stationery,Stationery,
aspiradora inalambrica,cordless vacuum cleaner,Electrodomésticos,,Home Appliance,,
casco bicicleta,bicycle helmet,Deportes y Fitness,Sports & Fitness,Sports & Fitness,Women Clothes,
sabanas 2 plazas,sheets for 2 people,Hogar y Vida,Home & Living,,,
motos scooter,scooter motorcycles,Accesorios para Vehículos,Vehicle Accessories,,,
dietica precio chile,dietetics price chile,Salud,,,,
radio con pantalla,radio with screen,Electrónica,,Electronics,,
botas caterpillar mujer,caterpillar women's boots,Calzado de Mujer,Men Shoes,Women Shoes,Women Shoes,
camara de seguridad exterior,outdoor security camera,Electrónica,Electronics,-,,
colchon inflable 1 plaza,1-seater inflatable mattress,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
post it transparentes,transparent post its,Papelería,Stationery,Stationery,,
polar columbia,polar columbia,Deportes y Fitness,Men Clothes,,,
hub,hub,Computación,Mobile & Gadgets,Computing,,
mostacillas,beads,Accesorios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
nike tiempo,nike time,Deportes y Fitness,Sports & Fitness,Men Shoes,Men Shoes,
buggy,buggy,Accesorios para Vehículos,Toys & Hobbies,,,
mesas para restaurante,restaurant tables,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
amasadora,kneading machine,Electrodomésticos,Home & Living,,,
empavonado de vidrios,glass blueing,Hogar y Vida,,,,
baño quimico portatil,portable chemical toilet,Deportes y Fitness,Mom & Baby,,,
impresora laser,laser printer,Computación,Home & Living,,,
base cama 1.5 plaza,1.5 square bed base,Hogar y Vida,,,,
soldadora tig,tig welder,Hogar y Vida,Home & Living,,,
muebles de baño,bathroom furniture,Hogar y Vida,Toys & Hobbies,,,
ropa para perros,dog clothes,Mascotas,Pets,Pets,,
audifonos jbl,jbl headphones,Electrónica,Mobile & Gadgets,Mobile & Gadgets,,
pistolas de airsoft,airsoft guns,Deportes y Fitness,Sports & Fitness,,,
pantys de bebe,baby tights,Madre y Bebé,Baby & Kids Fashion,Baby & Kids Fashion,,
ps4 precio,ps4 price,Videojuegos,Gaming & Consoles,Hobbies & Collections,Mobile & Gadgets,
flash pestañas,flash eyelashes,Belleza,Beauty,,,
venta de entradas daddy yankee,daddy yankee ticket sales,Others,,,,
coyac,coyac,Alimentos y Bebidas,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
roku express,roku express,Electrónica,Mobile & Gadgets,,,
taser chile,taser chile,Celulares y Gadgets,,,,
tubo led,led tube,Accesorios para Vehículos,Home & Living,,,
zapatos de seguridad caterpillar,caterpillar safety shoes,Calzado de Hombre,Men Shoes,Men Shoes,,
nylon para invernadero,nylon for greenhouse,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
airfryer,air fryer,Electrodomésticos,Home Appliance,Toys & Hobbies,,
yorkshire terrier precio,yorkshire terrier price,Mascotas,,,,
salomon chile,salomon chile,Deportes y Fitness,,,,
funko pop harry potter,funko pop harry potter,Juguetes y Hobbies,Toys & Hobbies,Toys & Hobbies,,
wifi portatil,portable wifi,Computación,,Computing,,
playmobil,playmobil,Juguetes y Hobbies,Toys & Hobbies,,,
huawei y9s,huawei y9s,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
marlin 5,marlin 5,Computación,Sports & Outdoors,Computers & Accessories,Computers & Accessories,
bape poleron,bape sweatshirt,Ropa de Hombre,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
zapatillas futbolito,soccer shoes,Deportes y Fitness,Sports & Fitness,,,
pantalla para auto,car screen,Accesorios para Vehículos,Mobile & Gadgets,Vehicle Accessories,,
cable micro usb,micro usb cable,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
rifle a postones 5 5,pellet rifle 5 5,Deportes y Fitness,,,,
refrigerador para auto,car refrigerator,Accesorios para Vehículos,Home & Living,,,
aspiradoras lider,leading vacuum cleaners,Electrodomésticos,,,,
cepillo 3 en 1,3 in 1 brush,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
calefactor eléctrico sodimac,sodimac electric heater,Electrodomésticos,,,,
pernos de anclaje sodimac,sodimac anchor bolts,Hogar y Vida,,,,
puerta corredera,sliding door,Hogar y Vida,Home & Living,Home & Living,,
comedor redondo,round dining room,Hogar y Vida,Home & Living,,,
camas para gatos,cat beds,Mascotas,Pets,,,
chiporros mujer,chiporros woman,Ropa de Mujer,Women Shoes,Women Clothes,Women Clothes,
chaqueta aviadora,aviator jacket,Ropa de Mujer,Men Clothes,Men Clothes,Men Clothes,Men's Wear
parlante aiwa,aiwa speaker,Electrónica,Audio,Audio,Audio,
pantallas de lamparas,lampshades,Hogar y Vida,Home & Living,,,
muebles dormitorio,bedroom furniture,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
freebuds pro,freebuds pro,Electrodomésticos,Mobile & Gadgets,Mobile & Gadgets,,
ay maria tienda,Oh Maria store,Ropa de Mujer,,,,
escritorios homecenter,homecenter desks,Hogar y Vida,,,,
bodega de jardin sodimac,sodimac garden warehouse,Hogar y Vida,,,,
pc gamer,pc gamer,Computación,,Computing,,
cobertor 1.5 plaza,1.5 square blanket,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
comics por,comics by,Papelería,,,,
pc gamer chile,pc gamer chile,Computación,Computers & Accessories,Audio,Computers & Accessories,
scrunchies,scrunchies,Accesorios de Moda,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
redmi note 9,redmi note 9,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
mascarilla ffp2,ffp2 mask,Salud,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
camara retroceso,reversing camera,Accesorios para Vehículos,Vehicle Accessories,,,
detergente enzimatico,enzymatic detergent,Madre y Bebé,Home & Living,Mobile & Gadgets,Mobile & Gadgets,
crayola supertips,crayola supertips,Papelería,Stationery,Stationery,Stationery,
disfraz,costume,Juguetes y Hobbies,Home & Living,Fashion Accessories,,
pit bike,pit bike,Accesorios para Vehículos,Sports & Fitness,,,
amplificador de sonido,sound amplifier,Electrónica,Electronics,,,
mercadol,market,Platform Terms (Mercado/Shopee),,,,Platform Terms (Lazada / Shopee)
reproductor de dvd,DVD player,Electrónica,Vehicle Accessories,,,
minipimer oster,oster minipimer,Electrodomésticos,,,,
billetera michael kors,michael kors wallet,Bolsas de Mujer,Women Bags,Women Bags,Women Bags,Women's Bags
botella termica,thermal bottle,Deportes y Fitness,,Home & Living,,
cepillo tangle teezer,tangle teezer brush,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
maquinas de coser,sewing machines,Hogar y Vida,Home Appliance,Home Appliance,,
lamparas,lamps,Hogar y Vida,,Home & Living,,
carteras mujer,women's wallets,Bolsas de Mujer,Women Bags,Women Bags,,
joyeria,jeweler's,Joyas y Relojes,Jewelry & Watches,Jewelry & Watches,,
polo red,red polo,Belleza,Sports & Fitness,,,
pinturas sodimac,sodimac paintings,Others,,,,
escaleras sodimac,sodimac stairs,Others,,,,
parlante marshall,Marshall speaker,Electrónica,Mobile & Gadgets,,,
estuches,cases,Papelería,,Mobile & Gadgets,,
juego de loza 30 piezas,30 piece china set,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
zapatos clarks mujer,clarks women's shoes,Calzado de Mujer,Men Shoes,,,
bicicleta trek,trek bike,Deportes y Fitness,Sports & Fitness,,,
ropa deportiva hombre,men's sportswear,Ropa de Hombre,,Sports & Fitness,,
homy,homy,Others,Home & Living,Home & Living,Home & Living,Home & Living
puertas plegables sodimac,sodimac folding doors,Others,,,,
perfume carolina herrera,carolina herrera perfume,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
hisense,hisense,Electrónica,Mobile & Gadgets,Electronics,,
pino cepillado 1x4,1x4 brushed pine,Hogar y Vida,,,,
piso laminado sodimac,sodimac laminate flooring,Others,,,,
cortina roller duo,duo roller blind,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
notebook lenovo,lenovo notebook,Computación,Computing,Computing,,
la vie est belle 100 ml,life is beautiful 100 ml,Belleza,,,,
gotta zapatillas,gotta sneakers,Calzado de Mujer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
mascara de pestañas maybelline,maybelline mascara,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
mochila americanino,American backpack,Bolsas de Mujer,Men Bags,Women Bags,Men Bags,
botas negras,black boots,Calzado de Mujer,Men Shoes,,,
perfiles,profiles,Hogar y Vida,Computers & Accessories,Home & Living,Home & Living,
alfombra pasillo,hallway carpet,Hogar y Vida,Home & Living,-,,
regalo para mujer,gift for woman,Others,Jewelry & Watches,,,
impresora de fotos,photo printer,Computación,,Computing,,
audífonos,earphones,Celulares y Gadgets,,Mobile & Gadgets,,
piso flotante en sodimac,floating floor in sodimac,Others,,,,
zapatilla converse mujer,converse women's sneaker,Calzado de Mujer,Men Shoes,Men Shoes,Men Shoes,
camas de 2 plazas,double beds,Hogar y Vida,Home & Living,,,
rack blanco,white rack,Hogar y Vida,Home & Living,,,
sillas eames,eames chairs,Hogar y Vida,Home & Living,Home & Living,,
mamadera avent,avent baby bottle,Madre y Bebé,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
incubadora de huevos,egg incubator,Mascotas,Pets,Home & Living,,
dulces japoneses,Japanese sweets,Alimentos y Bebidas,Women Clothes,,,
ecocuero,eco-leather,Ropa de Mujer,Vehicle Accessories,,,
disco duro ssd 1tb,1tb ssd hard drive,Computación,Computing,Computing,,
botas para hombre,men's boots,Calzado de Hombre,Men Shoes,Men Shoes,,
mascaras japonesas,Japanese masks,Juguetes y Hobbies,Home & Living,,,
dispensador de comida para gatos,cat food dispenser,Mascotas,Pets,Pets,,
cuenco tibetano,tibetan singing bowl,Hogar y Vida,Home & Living,Home & Living,,
pie de metro digital,digital meter foot,Hogar y Vida,Home & Living,,,
papel celofan,cellophane paper,Papelería,Toys & Hobbies,,,
feriados chile,Chilean holidays,Others,,,,
motor porton,gate motor,Hogar y Vida,Vehicle Accessories,,,
planchas de pelo,hair straighteners,Belleza,Beauty,-,,
colchones inflables,inflatable mattresses,Deportes y Fitness,Home & Living,,,
whey protein,whey protein,Salud,Home & Living,,,
doterra chile,doterra chile,Salud,,,,
libre,free,Platform Terms (Mercado/Shopee),Mobile & Gadgets,,,Platform Terms (Lazada / Shopee)
juguetes sexuales para hombres,sex toys for men,Juguetes y Hobbies,Health,Health,,
sosten corrector de postura,posture corrector support,Ropa de Mujer,Health,Sports & Fitness,,
nike vapormax,nike vapormax,Deportes y Fitness,Sports & Fitness,Sports & Fitness,Men Shoes,
robot,robot,Juguetes y Hobbies,,Toys & Hobbies,,
tous,all,Accesorios de Moda,Mobile & Gadgets,Jewelry & Watches,,
perfume chanel,Chanel perfume,Belleza,Mobile & Gadgets,Mobile & Gadgets,,
camiseta seleccion chilena adidas,Chilean national team adidas shirt,Deportes y Fitness,Men Shoes,Men Shoes,Men Shoes,
alfombras para living sodimac,carpets for living room sodimac,Hogar y Vida,,,,
poleras deportivas hombre,men's sports t-shirts,Calzado de Hombre,Women Clothes,,,
homecenter melipilla,home center melipilla,Others,,,,
homy homecenter,homy home center,Others,,,,
directvgo,directvgo,Electrónica,,,,
xiaomi 11 t pro,xiaomi 11 t pro,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
chaqueta nike,nike jacket,Ropa de Hombre,Men Clothes,Men Clothes,,
pijama lactancia,nursing pajamas,Ropa de Mujer,Mom & Baby,,,
sierra de banco dewalt,dewalt table saw,Hogar y Vida,,,,
escritorios en l,l-shaped desks,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
nissan juke,nissan juke,Accesorios para Vehículos,Vehicle Accessories,Mobile & Gadgets,,
bebidas por mayor,wholesale drinks,Alimentos y Bebidas,Home & Living,Home & Living,Home & Living,Home & Living
alusa,alusa,Hogar y Vida,Home & Living,Stationery,Home & Living,
autos usados talca,used cars talca,Accesorios para Vehículos,,,,
ama,loves,Madre y Bebé,Home & Living,,,
nicasio retamales 115,nicasio retamales 115,Hogar y Vida,,,,
el chupacabras de pirque,the chupacabra of pirque,Libros y Revistas,,,,
hidropack,hydropack,Hogar y Vida,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
conjunto buzo mujer,women's diver set,Ropa de Mujer,Jewelry & Watches,,,
kotting,kotting,Ropa de Hombre,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
arriendo de baños quimicos,chemical toilet rental,Hogar y Vida,,,,
mochilas de camping,camping backpacks,Deportes y Fitness,Sports & Fitness,,,
hidrolavadoras karcher,karcher pressure washers,Hogar y Vida,Home & Living,Home & Living,Automobiles,
venta de containers,sale of containers,Hogar y Vida,,,,
sillas de camping,camping chairs,Hogar y Vida,Sports & Fitness,,,
crespon,crepe,Hogar y Vida,Food & Beverage,,,
colale,colale,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
mochilas doite,doite backpacks,Viajes y Equipaje,Men Bags,Men Bags,Men Bags,
jumper escolar,school jumper,Madre y Bebé,Men Clothes,Men Clothes,Men Clothes,Men's Wear
terreneitor,terreneitor,Juguetes y Hobbies,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
gorra chicago bull,chicago bull cap,Accesorios de Moda,Fashion Accessories,Fashion Accessories,,
aritos de oro para bebe,gold earrings for baby,Joyas y Relojes,Mom & Baby,Baby & Kids Fashion,Baby & Kids Fashion,
audífonos inalámbricos samsung,samsung wireless headphones,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
lavadora de alfombras,carpet washer,Electrodomésticos,,Home & Living,,
emuele,emule,Others,,,,
halloween man x,halloween man x,Belleza,Fashion Accessories,,,
raimon friends,raimon friends,Others,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
remate de toldos,awning auction,Hogar y Vida,,,,
rodilleras deportivas,sports knee pads,Deportes y Fitness,Sports & Fitness,Sports & Fitness,,
conjunto.deportivo hombre,men's sports set,Ropa de Hombre,Men Clothes,Men Clothes,Men Clothes,Men's Wear
lamina termolaminado,thermolaminated sheet,Hogar y Vida,Stationery,Stationery,Stationery,
máquina de granizados,slush machine,Electrodomésticos,Home & Living,Health,Health,
precio ladrillo fiscal,fiscal brick price,Hogar y Vida,,,,
plancha de zinc 3 metros,zinc sheet 3 meters,Hogar y Vida,,,,
converse negra mujer,black converse women,Ropa de Mujer,Women Clothes,Men Shoes,Men Shoes,
masajeador electrico,electric massager,Salud,Health,Health,,
peludo negro,black hairy,Electrodomésticos,Fashion Accessories,Women Clothes,Men Clothes,
cabezal boxeo,boxing head,Deportes y Fitness,Sports & Fitness,Sports & Fitness,,
citofono con camara,intercom with camera,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
huevo pasteurizado,pasteurized egg,Salud,,,,
zinc en v,zinc in v,Hogar y Vida,Home & Living,,,
tele,TV,Hogar y Vida,Toys & Hobbies,,,
bowser,bowser,Madre y Bebé,Toys & Hobbies,Toys & Hobbies,,
cepillo secador de pelo,hair dryer brush,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
patines 4 ruedas niña,4 wheel skates for girls,Juguetes y Hobbies,Sports & Fitness,,,
