Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d,sg_category
moxom,moxom,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
car door rubber seal,car door rubber seal,Automotive,Automotive,Automotive,,
baju kurung dark blue,dark blue tank top,Muslim Fashion,Muslim Fashion,Muslim Fashion,,
pencuci muka garnier,Garnier face wash,Health & Beauty,Health & Beauty,Health & Beauty,,
baygon spray,bayonet spray,Groceries & Pets,Groceries & Pets,,,
baju lace terkini,the latest lace shirt,Muslim Fashion,Muslim Fashion,Muslim Fashion,,
ubat pecah batu karang,medicine to break kidney stones,Health & Beauty,Health & Beauty,Health & Beauty,,
tun teja baju,don't wear clothes,Women's Clothing,Muslim Fashion,Muslim Fashion,,
anal masturbator,anal masturbator,Health & Beauty,Health & Beauty,Health & Beauty,,
yoodo plan,Yoodo plan,Others,Tickets & Vouchers,,,
sex massage japan,japanese sex massage,Others,,,,
womens blouses,women's blouses,Women's Clothing,Women Clothes,Women Clothes,,
melur untuk firdaus 2,melur for paradise 2,"Games, Books & Hobbies",Books & Magazines,Books & Magazines,Books & Magazines,
garden chair and table,garden chair and table,Home & Living,Home & Living,Groceries & Pets,,
harga iphone xs,iphone xs price,Others,,Mobile & Accessories,,
meja study,study table,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
abang strawberry,strawberry brother,Groceries & Pets,Groceries & Pets,Groceries & Pets,,
kurung kedah sulam,kurung kedah sulam,Muslim Fashion,Muslim Fashion,Muslim Fashion,,
lucky hari hari result,lucky hari hari result,Others,,,,
carta lebah,bee chart,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
ubat lutut,knee medicine,Health & Beauty,Health & Beauty,Health & Beauty,,
baju kelawar lengan panjang,long sleeve bat shirt,Muslim Fashion,Muslim Fashion,Muslim Fashion,Muslim Fashion,
honor x9a price,honor x9a price,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
initial perfume,initial perfume,Automotive,Automotive,Automotive,,
endoscope camera,endoscope camera,Cameras & Drones,Cameras & Drones,Cameras & Drones,,
sun valley sirap,sun valley syrup,Groceries & Pets,Groceries & Pets,Groceries & Pets,,
tema hawaii lelaki,men's hawaiian theme,Others,Men Clothes,Men Clothes,Men Clothes,Men's Wear
oppo a78 price,oppo a78 price,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
cincin emas bentuk v,V-shaped gold ring,Fashion Accessories,,Fashion Accessories,,
pokok buasir,pile tree,Health & Beauty,Home & Living,Home & Living,Health & Beauty,
y15 v2 hijau lumut,y15 v2 moss green,Automotive,Motorcycles,Motorcycles,Motorcycles,
kasut leo futsal,leo futsal shoes,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,
huawei p60 pro price,huawei p60 pro price,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
multi socket plug,multi socket plug,Home Appliances,Home & Living,Home & Living,,
album duit hantaran,remittance album,Home & Living,Home & Living,Home & Living,,
kertas folio,folio paper,"Games, Books & Hobbies",Home & Living,,,
olylife,olylife,Health & Beauty,Health,Health,Sports & Outdoors,
samsung galaxy tab a8,samsung galaxy tab a8,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
lc v8 coverset,lc v8 coverset,Automotive,Automotive,,,
wardah colorfit ultralight matte lipstick,wardah colorfit ultralight matte lipstick,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
jersey brazil,brazilian jersey,Sports & Outdoor,Men Clothes,Men Clothes,,
glad2glow,glad2glow,Health & Beauty,Beauty,Beauty,Beauty,Beauty & Personal Care
jenis basikal,type of bike,Sports & Outdoor,Sports & Outdoor,,,
isoradin cream,Isoradin cream,Health & Beauty,Health & Beauty,Health & Beauty,,
lok lok movie,lok lok movie,"Games, Books & Hobbies",Fashion Accessories,Hobbies & Collections,Hobbies & Collections,
samsung fold 5,samsung fold 5,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
samsung flip 5,samsung flip 5,Mobile & Gadgets,Mobile & Accessories,,,
y15 purple,y15 purple,Automotive,Automotive,,,
beg woven,woven bag,Women's Bags,Women's Bags,Women's Bags,,
mykonos perfume,Mykonos perfume,Fashion Accessories,Health & Beauty,,,
taugeh ipoh,ipoh bean sprouts,Groceries & Pets,,Groceries & Pets,,
batana oil,body oil,Health & Beauty,Beauty,Beauty,Fashion Accessories,
osteocap,osteocap,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
roti chocolate gardenia,chocolate gardenia bread,Groceries & Pets,Groceries & Pets,,,
bateri astra,Astra battery,Automotive,Automobiles,Automobiles,Automobiles,Automotive
baju batik malaysia lelaki,Malaysian batik shirt for men,Men's Clothing,Muslim Fashion,Muslim Fashion,,
y15 special edition,y15 special edition,Automotive,Automotive,Automotive,,
posca markers set,post markers set,Home & Living,Home & Living,Home & Living,,
tv man,tv man,"Games, Books & Hobbies",Men Clothes,Home Appliances,,
neurocharge,neurocharge,Health & Beauty,Health & Beauty,Health & Beauty,,
the originote moisturizer,the originote moisturizer,Health & Beauty,Beauty,Beauty,Beauty,Beauty & Personal Care
senq online,senq online,Home Appliances,Books & Magazines,Books & Magazines,Books & Magazines,
ysl cushion,ysl cushion,Health & Beauty,Health & Beauty,Health & Beauty,,
downy perfume,downy perfume,Health & Beauty,Health & Beauty,Home & Living,,
harga duit syiling 50 sen 1973,50 cent coin price 1973,"Games, Books & Hobbies",,,,
rm4 online,RM4 online,Women's Clothing,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles,
fucking girl,fucking girl,Men's Clothing,,Men Clothes,,
half zipper,half zipper,Men's Clothing,Women Clothes,Women Clothes,,
cota besi,iron coat,Home & Living,Home Appliances,Sports & Outdoor,,
warna brick orange,brick orange color,Muslim Fashion,Home & Living,Home & Living,,
tanaka lemon,tanaka lemon,Health & Beauty,Health & Beauty,Health & Beauty,,
pagani design watch,Pagani design watch,Watches,Watches,Watches,,
kepala paip mesin basuh,washing machine faucet,Home & Living,Home & Living,Home & Living,,
manga indo,Indo manga,"Games, Books & Hobbies",Home & Living,"Games, Books & Hobbies",,
rambut budak perempuan,girl hair,Health & Beauty,Fashion Accessories,Baby & Toys,,
brooks malaysia,brooks malaysia,Women's Shoes,,Sports & Outdoor,,
baju layang melayu,baju layang malay,Muslim Fashion,Muslim Fashion,Men Clothes,,
黑料,Black food,Others,Others,,,
vertu phone price malaysia,vertu phone price malaysia,Mobile & Gadgets,,,,
baju klasik tradisional lelaki,men's traditional classic shirt,Muslim Fashion,Muslim Fashion,Muslim Fashion,Muslim Fashion,
daun tangan tangan,palm leaf,Home & Living,Fashion Accessories,,,
peti ais smeg price,Smeg refrigerator price,Home Appliances,,,,
ookas,okay,Computer & Accessories,Computer & Accessories,Computer & Accessories,Computer & Accessories,
gpeople,gpeople,Watches,Watches,Watches,,
tablet,tablets,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
air cooler,water cooler,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances
steam iron,steam iron,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances
sri maju hardware,sri maju hardware,Home Appliances,,Home & Living,Home & Living,
sellercenter,sellercenter,Others,,Home & Living,,
teclast,teclast,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
ssd 1tb,ssd 1tb,Computer & Accessories,Computer & Accessories,Computer & Accessories,,
vinnfier,winnfier,Computer & Accessories,Mobile & Accessories,Mobile & Accessories,,
iphone 8,iPhone 8,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
nizoral shampoo malaysia,nizoral malaysian shampoo,Health & Beauty,Beauty,Beauty,Beauty,Beauty & Personal Care
victoria secret perfume,victoria secret perfume,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
airsoft gun malaysia,airsoft gun malaysia,"Games, Books & Hobbies",Baby & Toys,,,
bellroy malaysia,bellroy malaysia,Men's Bags & Wallets,Home Appliances,,,
inverter,inverter,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
one punch man season 2 download,one punch man season 2 download,"Games, Books & Hobbies",,,,
e scooter,scooter,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,,
wafiy closet,wafiy closet,Muslim Fashion,Muslim Fashion,Muslim Fashion,,
hair dryer,hair dryer,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
latok,let's go,Groceries & Pets,Groceries & Pets,Groceries & Pets,Groceries & Pets,
computer price in malaysia,computer price in malaysia,Computer & Accessories,Computers & Accessories,Computers & Accessories,Computers & Accessories,Computers & Peripherals
ipmart,ipmart,Computer & Accessories,,Mobile & Accessories,,
steamboat,steamboat,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances
router unifi,unifi router,Computer & Accessories,Computer & Accessories,Computer & Accessories,,
p43 pro,p43 pro,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
extension plug,extension plug,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
simplysiti,simplicity,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
percubaan spm 2019,spm attempt 2019,"Games, Books & Hobbies","Games, Books & Hobbies",,,
perfumeberry,perfumeberry,Health & Beauty,Health & Beauty,Health & Beauty,,
gas mask,gas mask,Home & Living,Home & Living,Sports & Outdoor,Home & Living,
uniform polis,police uniform,Men's Clothing,Men Clothes,Women Clothes,,
travel iron,travel iron,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances
e cigarette malaysia,Malaysian e-cigarettes,Mobile & Gadgets,Mobile & Accessories,,,
penyangkut baju,clothes hanger,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
hair clipper,hair clipper,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
sony vegas,sony vegas,Computer & Accessories,Computer & Accessories,Computer & Accessories,Computer & Accessories,
machines,machines,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
suunto malaysia,suunto malaysia,Mobile & Gadgets,,Watches,,
baskin robbins,baskin robbins,Groceries & Pets,Tickets & Vouchers,Tickets & Vouchers,,
256gb ssd,256gb ssd,Computer & Accessories,Computer & Accessories,Computer & Accessories,,
hikvision cctv,hikvision cctv,Cameras & Drones,Cameras & Drones,Cameras & Drones,,
muji malaysia,Praise Malaysia,Home & Living,Home & Living,Women Clothes,,
花美丝,花美丝,Others,Health & Beauty,Health & Beauty,,
huggies,Huggies,Baby & Toys,Baby & Toys,Baby & Toys,Baby & Toys,
phone murah,cheap phone,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
lg puricare,lg puricare,Health & Beauty,Home Appliances,Home Appliances,,
wifi router,wifi router,Computer & Accessories,Computer & Accessories,Computer & Accessories,,
taotronics,taotronics,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
emas coco,coco gold,Fashion Accessories,Fashion Accessories,Fashion Accessories,,
dynamax,dynamax,Mobile & Gadgets,Mobile & Accessories,Home Appliances,,
karipap,curry,Groceries & Pets,Groceries & Pets,Groceries & Pets,Groceries & Pets,
all it,all of it,Computer & Accessories,Computer & Accessories,Computer & Accessories,,
dm530,dm530,Muslim Fashion,,,,
baju kurung murah,cheap clothes,Muslim Fashion,Muslim Fashion,Muslim Fashion,Muslim Fashion,
amethyst gold,amethyst gold,Fashion Accessories,Fashion Accessories,Fashion Accessories,,
firmax3,firmax3,Health & Beauty,Groceries & Pets,Health & Beauty,,
harum manis,fragrant sweet,Groceries & Pets,Mobile & Accessories,Mobile & Accessories,,
jabra elite 75t,jabra elite 75t,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
cincin audi,Audi ring,Fashion Accessories,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
microsoft office 2019,microsoft office 2019,Computer & Accessories,Computer & Accessories,Computer & Accessories,Computer & Accessories,
creed aventus,creed aventus,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
solar power bank,solar power bank,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
shinya koso night diet enzyme,shiny koso night diet enzyme,Health & Beauty,Health & Beauty,Health & Beauty,,
ezigrow,ezigrow,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
l3150,l3150,Computer & Accessories,Computer & Accessories,Computer & Accessories,Computer & Accessories,
gula kabung,brown sugar,Groceries & Pets,Groceries & Pets,Groceries & Pets,Groceries & Pets,
huawei mate 30 pro,huawei mate 30 pro,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
4d2u,4d2u,Others,Sports & Outdoor,,,
lex my tracking number,Lex my tracking number,Others,,,,
scholl malaysia,scholl malaysia,Women's Shoes,,Health & Beauty,,
cronus road bike,cronus road bike,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,,
print kad kahwin,print a wedding card,Home & Living,Home & Living,Home & Living,,
manuka honey malaysia,Malaysian manuka honey,Groceries & Pets,,Health & Beauty,,
gearevo,gearevo,Home & Living,Sports & Outdoor,Home & Living,,
jamu mak dara,virgin herb,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
925 silver,925 silver,Fashion Accessories,Fashion Accessories,Fashion Accessories,,
maajun nenda,maajun nenda,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
ahegao,Ahegao,Men's Clothing,Men Clothes,Men Clothes,,
toolbox set,toolbox set,Home & Living,Home & Living,Home & Living,,
vivo y20 price in malaysia,vivo y20 price in malaysia,Mobile & Gadgets,Mobile & Accessories,,,
kasut pengantin,bridal shoes,Women's Shoes,Women Shoes,Women Shoes,,
day bed malaysia,day bed malaysia,Home & Living,,Home & Living,,
vivo y19,vivo y19,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
assalamualaikum,peace be upon you,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
cat rumah,house paint,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
m 2 ssd,m 2 ssd,Computer & Accessories,Computer & Accessories,Computer & Accessories,,
henna hair dye,henna hair dye,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
smart watch huawei,huawei smart watch,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
ipad 8,iPad 8,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
dongle wifi,wifi dongle,Computer & Accessories,Computer & Accessories,Computer & Accessories,Home Appliances,
halba campur,mixed fenugreek,Groceries & Pets,Groceries & Pets,Groceries & Pets,,
firewalla,firewalla,Home & Living,Computer & Accessories,Computer & Accessories,,
tablet for students,tablets for students,Mobile & Gadgets,,Mobile & Accessories,,
cream tigas,sour cream,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
small fridge,small fridge,Home Appliances,Home Appliances,Home Appliances,,
cutter pliers,cutter pliers,Home & Living,Home & Living,Home & Living,,
annona bird nest,annona bird nest,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
hellboy betta,hellboy betta,Groceries & Pets,Groceries & Pets,Groceries & Pets,,
noodles maker,noodle maker,Home Appliances,Home & Living,Home Appliances,,
ncig,ncig,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
wallpaper unicorn,unicorn wallpaper,Home & Living,Home & Living,Home & Living,,
alterseat,alterseat,Home & Living,Home & Living,Home & Living,,
nike snkrs malaysia,nike snkrs malaysia,Men's Shoes,Others,Sports & Outdoor,,
nova7se,nova7se,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
xiaomi 11,Xiaomi 11,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
sony xperia 5 ii,sony xperia 5 ii,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
samsung fold,samsung fold,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
p40 pro,p40 pro,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Home & Living,
zamburger,zamburger,Groceries & Pets,Home & Living,Men Clothes,,
penghadang dinding,wall barrier,Home & Living,Home & Living,Home & Living,,
anime hoodie,anime hoodies,Men's Clothing,Men Clothes,Men Clothes,Men Clothes,Men's Wear
mist fans,mist fans,Home Appliances,Home Appliances,Home Appliances,,
aladdin pro supreme,aladdin pro supreme,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
reflex cat food,reflex cat food,Groceries & Pets,Groceries & Pets,Groceries & Pets,Groceries & Pets,
tomioka giyu,tomioka giyu,"Games, Books & Hobbies","Games, Books & Hobbies","Games, Books & Hobbies",,
eternal love of dream,eternal love of dreams,"Games, Books & Hobbies","Games, Books & Hobbies","Games, Books & Hobbies",,
strawberry,strawberries,Groceries & Pets,Groceries & Pets,Groceries & Pets,Others,
muaz bangi,good luck,Muslim Fashion,,Muslim Fashion,,
sound card usb,USB sound card,Computer & Accessories,Mobile & Accessories,Mobile & Accessories,,
portable speaker bluetooth,portable bluetooth speaker,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
sliding door kitchen,sliding door kitchen,Home & Living,Home & Living,Mobile & Accessories,,
rpm 2,RPM 2,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
plier grip,grip pliers,Home & Living,Home & Living,Home & Living,,
