"keyword","category","imp_level1_category_1d","pv_level1_category_1d","order_level1_category_1d"
"message bed","Home & Living","Home & Living",,
"gaming pcs cheap","Computers & Peripherals","Gaming & Consoles","Computers & Accessories","Computers & Accessories"
"r3 cycle","Sports & Outdoors",,"Automotive",
"replacement sofa cushions","Home & Living","Home & Living","Home & Living","Home & Living"
"dish rack stainless steel","Home & Living","Home & Living","Home & Living","Home & Living"
"light fan","Home Appliances","Home Appliances","Home & Living",
"stretch bands","Sports & Outdoors","Sports & Outdoors","Jewellery & Accessories",
"korea banana milk","Food & Beverages","Food & Beverages",,
"scallop frozen","Food & Beverages","Food & Beverages","Food & Beverages",
"creative outlier air v3","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"sheet plastics","Home & Living","Home & Living","Home & Living","Home & Living"
"projection light","Home & Living","Home & Living","Home & Living",
"kapten and son","Women's Bags","Women's Bags","Women's Bags",
"lg lolipop","Mobile & Gadgets",,"Mobile & Gadgets",
"backpack waterproof","Sports & Outdoors","Men's Bags","Men's Bags",
"rattan chair dining","Home & Living","Home & Living","Home & Living",
"1 litre cup","Home & Living","Home & Living","Home & Living",
"finest time","Others","Home & Living",,
"lighting stand","Home & Living","Mobile & Gadgets",,
"thick paper","Home & Living","Home & Living","Home & Living",
"ipl philips","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"ps5 console","Video Games","Video Games","Video Games",
"dining table lighting","Home & Living","Home & Living","Home & Living",
"battery testers","Automotive","Mobile & Gadgets","Automotive",
"keyboard number pad","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"xiaomi tv box","Home Appliances","Home Appliances","Home Appliances",
"cr2 battery","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"jordan 1 low","Sports & Outdoors","Men's Shoes","Men's Shoes","Men's Shoes"
"asus zenfone 5z singapore","Mobile & Gadgets",,,
"corner guards","Home & Living","Toys, Kids & Babies","Toys, Kids & Babies",
"dyson hair dryer sale","Home Appliances","Home Appliances","Home Appliances",
"usb to hdmi cable","Computers & Peripherals","Mobile & Gadgets","Home Appliances",
"airpods pro 2","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"sunscreen spray","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"wall light led","Home & Living","Home & Living",,
"ipl hair removal device","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"airflyer","Home Appliances","Home Appliances","Home Appliances",
"pro controller","Video Games","Video Games","Video Games",
"oled lg","Home Appliances","Home Appliances",,
"portable charger wireless","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"ottoman turkish delights","Food & Beverages",,"Home & Living",
"organizer bag","Women's Bags","Home & Living","Travel & Luggage",
"induction hobs singapore","Home Appliances",,,
"samsung note 20 ultra singapore","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"ishine","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"phone cases singapore","Mobile & Gadgets","Mobile & Gadgets",,
"xiaomi online store singapore","Mobile & Gadgets",,"Home Appliances",
"phone cases singapore","Mobile & Gadgets","Mobile & Gadgets",,
"20000mah power bank","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"adidas forum low","Sports & Outdoors",,"Men's Shoes",
"woodpaint","Home & Living",,"Home & Living",
"leather backpacks","Women's Bags","Women's Bags","Women's Bags",
"extension cable","Home Appliances","Home Appliances","Home Appliances","Home Appliances"
"recoil singapore","Men's Wear","Home & Living",,
"derma lab","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care",
"hari raya gift ideas singapore","Lifestyle",,,
"hair dye","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"xiaomi mouse","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals"
"toy animals","Toys, Kids & Babies","Hobbies & Books",,
"lampu lap lip","Home & Living","Home & Living","Home & Living",
"oem keycap","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"curtain fairy lights","Home & Living","Home & Living","Home & Living","Home & Living"
"whiteboard cleaner","Home & Living","Home & Living","Home & Living","Home & Living"
"power bank 30000mah","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"lunch bag insulated","Home & Living","Home & Living","Kids Fashion",
"thryft","Hobbies & Books","Women Clothes",,
"rtx 3070 laptop","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"kucate","Food & Beverages","Stationery","Home & Living","Home Appliances"
"sanhema bicycle","Sports & Outdoors","Sports & Outdoors",,
"dusters","Home & Living","Home & Living","Home & Living",
"stool for toilet","Home & Living","Home & Living","Home & Living",
"toothpaste squeezer","Home & Living","Home & Living","Home & Living","Home & Living"
"og departmental store","Home & Living","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"rice 5kg","Food & Beverages","Food & Beverages","Food & Beverages",
"mousepad with wrist rest","Computers & Peripherals","Computers & Peripherals",,
"moving boxes singapore","Home & Living",,"Home & Living",
"theragun","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"vivo y21","Mobile & Gadgets","Mobile & Gadgets",,
"lingerie erotic","Women's Apparel","Women's Apparel","Women's Apparel",
"xiaomi earphones","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets",
"sous vide bags","Home & Living","Home & Living","Home & Living","Home & Living"
"tecware nexus m","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"lg cordzero","Home Appliances","Home Appliances",,
"ariel detergent","Home & Living","Home & Living",,
"lac singapore","Health & Wellness","Health","Health","Health"
"singapore biscuit","Food & Beverages","Food & Beverages",,
"dockers pants singapore","Men's Wear",,"Men's Wear",
"nautica voyage","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"hair dye","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"lac singapore","Others","Health","Health","Health"
"ladies backpack laptop","Women's Bags","Women's Bags","Women's Bags",
"zenso","Sports & Outdoors","Home & Living","Mobile & Gadgets",
"pierre cardin luggage","Travel & Luggage","Travel & Luggage","Travel & Luggage",
"laminating paper","Home & Living","Home & Living","Home & Living",
"bymarlena","Women's Apparel","Women's Apparel",,
"dyson hair dryer for sale","Home Appliances",,,
"ysl bags singapore","Women's Bags",,,
"joysticks","Video Games","Video Games",,
"hp laptop price singapore","Computers & Peripherals","Computers & Accessories","Computers & Accessories","Computers & Accessories"
"wintertime singapore","Travel & Luggage","Mom & Baby","Home & Living","Home & Living"
"axis y dark spot correcting glow serum","Beauty & Personal Care","Beauty & Personal Care",,
"crocs sandals for women","Women's Shoes","Women's Shoes","Women's Shoes",
"lego singapore store","Toys, Kids & Babies",,,
"dinning bench","Home & Living","Home & Living","Home & Living",
"lay's","Food & Beverages","Food & Beverages","Food & Beverages",
"jordans shoes","Men's Shoes",,"Men's Shoes",
"mesh netting","Home & Living","Home & Living",,
"lay's","Food & Beverages","Food & Beverages","Food & Beverages",
"xiaomi hairdryer","Home Appliances","Home Appliances","Home Appliances",
"laminating paper","Home & Living","Home & Living","Home & Living",
"sinba","Others","Kids Fashion",,
"corkcicle","Sports & Outdoors","Home & Living","Home & Living",
"woolsworth","Food & Beverages","Home & Living",,
"jikbab","Women's Apparel",,"Women's Apparel",
"dior sneakers","Women's Shoes","Women's Shoes","Women's Shoes",
"besk denki","Home Appliances","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"wifi egg","Mobile & Gadgets","Toys, Kids & Babies",,
"hisense tv","Home Appliances","Home Appliances","Home Appliances",
"red quinoa pectin plus","Health & Wellness","Food & Beverages","Food & Beverages",
"cheese shop","Food & Beverages",,"Food & Beverages",
"trimuph","Women's Apparel",,"Automotive",
"face shaper","Beauty & Personal Care","Beauty & Personal Care",,
"phone voip","Home Appliances",,"Computers & Peripherals",
"nokia beacon1","Computers & Peripherals","Computers & Peripherals",,
"allergo","Health & Wellness",,"Beauty & Personal Care",
"self heat hot pot","Home Appliances","Food & Beverages","Food & Beverages",
"kele mooncake","Food & Beverages","Home & Living",,
"foldable stool","Home & Living","Home & Living","Home & Living","Home & Living"
"evening gown singapore","Women's Apparel","Women's Apparel",,
"daily blooms","Home & Living","Home & Living",,
"esim malaysia","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets","Mobile & Gadgets"
"hoka shoes singapore","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors"
"shrimp affairs","Food & Beverages",,"Pet Food & Supplies",
"electric switch","Home Appliances","Home Appliances","Home & Living","Home Appliances"
"silver shampoo","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"red wing","Men's Shoes","Men's Shoes","Men's Shoes",
"toilet door replacement","Home & Living","Home & Living","Home & Living",
"uniqlo bags","Women's Bags","Women's Bags",,
"sont cybershot","Cameras & Drones","Cameras & Drones","Cameras & Drones","Cameras & Drones"
"上标油","Health & Wellness","Health & Wellness","Health & Wellness",
"ferroli gas water heater","Home Appliances",,"Home Appliances",
"denzy gelato","Food & Beverages","Beauty & Personal Care","Dining, Travel & Services",
"grout filler","Home & Living","Home & Living","Home & Living","Home & Living"
"urbanlite luggage review","Travel & Luggage",,,
"kmart","Home & Living","Hobbies & Books",,
"lovito sg","Women's Apparel","Women's Bags",,
"china drama 2023","Lifestyle","Hobbies & Collections","Mobile & Gadgets","Sports & Outdoors"
"halal mooncake","Food & Beverages","Food & Beverages","Food & Beverages",
"halal mooncake","Food & Beverages","Food & Beverages","Food & Beverages",
"iron machine","Home Appliances","Home Appliances","Home Appliances",
"jackson wang perfume","Beauty & Personal Care","Beauty","Beauty","Beauty"
"photocell sensor","Home & Living",,"Home & Living",
"titan","Watches","Watches","Watches",
"wildflower cases","Home & Living","Mobile & Gadgets","Mobile & Gadgets",
"window ac","Home Appliances","Automotive","Home Appliances",
"magnolia high protein milk","Food & Beverages","Health","Health","Health"
"halal mooncake","Home & Living","Food & Beverages","Food & Beverages",
"titan","Watches","Watches","Watches",
"china drama 2023","Toys, Kids & Babies","Hobbies & Collections","Mobile & Gadgets","Sports & Outdoors"
"jackson wang perfume","Men's Wear","Beauty","Beauty","Beauty"
"halal mooncake","Hobbies & Books","Food & Beverages","Food & Beverages",
"window ac","Food & Beverages","Automotive","Home Appliances",
"wildflower cases","Food & Beverages","Mobile & Gadgets","Mobile & Gadgets",
"iron machine","Food & Beverages","Home Appliances","Home Appliances",
"photocell sensor","Food & Beverages",,"Home & Living",
"simba recharge","Dining, Travel & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
"ultimate-ears","Mobile & Gadgets","Audio","Audio","Audio"
"joseph and stacey","Women's Bags","Women's Bags","Women's Bags",
"simba recharge","Dining, Travel & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
"joseph and stacey","Women's Bags","Women's Bags","Women's Bags",
"nikon","Cameras & Drones","Cameras & Drones","Cameras & Drones",
"solognac","Sports & Outdoors","Sports & Outdoors",,
"kkpl","Home & Living","Home & Living","Women's Apparel",
"longchamp mini","Women's Bags","Women's Bags","Women's Bags",
"chill places in singapore","Others",,,
"karungali malai singapore","Jewellery & Accessories",,,
"kkpl","Home & Living","Home & Living","Women's Apparel",
"paul frank","Home & Living","Mobile & Gadgets","Women's Shoes",
"simplus","Home Appliances","Beauty & Personal Care","Beauty & Personal Care",
"81 aircon","Home Appliances","Home Appliances","Home Appliances",
"spin wheel","Health & Wellness","Home & Living","Home & Living",
"new balance 530 singapore","Men's Shoes",,,
"nb 530","Men's Shoes",,"Men's Shoes",
"samsung tag","Mobile & Gadgets","Mobile & Gadgets","Home & Living",
"best 2-in-1 air purifier and dehumidifier singapore","Home Appliances",,,
"fairchild apple cider vinegar","Food & Beverages","Food & Beverages",,
"omija miso","Health & Wellness","Food & Beverages","Food & Beverages",
"posture pal","Health & Wellness","Health","Hobbies & Collections","Hobbies & Collections"
"water bottle bag","Sports & Outdoors","Sports & Outdoors","Sports & Outdoors",
"liverpool singapore","Lifestyle","Sports & Outdoors","Sports & Outdoors",
"ne2284","Jewellery & Accessories",,,
"youssoful","Health & Wellness","Beauty","Beauty","Home & Living"
"kah hock repairer & trading","Home Appliances","Home & Living","Home & Living","Home & Living"
"voltbar","Others","Home Appliances","Home Appliances","Home Appliances"
"google pixel 6 pro","Mobile & Gadgets",,"Mobile & Gadgets",
"van rysel","Sports & Outdoors","Sports & Outdoors",,
"samsung odyssey g9","Computers & Peripherals",,"Computers & Peripherals",
"dell g15","Computers & Peripherals","Computers & Peripherals",,
"iptv singapore","Mobile & Gadgets",,"Home Appliances",
"lego singapore","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies",
"seagate singapore","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
"mediplus","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care","Beauty & Personal Care"
"zungle singapore","Mobile & Gadgets",,,
"peaceminusone singapore","Men's Wear","Men Clothes","Men Clothes","Men Shoes"
"citilazmall","Platform Terms (Lazada / Shopee)",,,
"microwave sg","Home Appliances","Home Appliances",,
"projector screen","Computers & Peripherals","Computers & Peripherals","Computers & Peripherals",
